Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
lp-lu103,"Pulsdrukker enkel, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU103,13.15,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu103-1-l.webp,1,active
lp-lu103,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu103-2-l.webp,2,
lp-lu104,"Pulsdrukker enkel, wit mat, set van 10","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU104,129.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu104-1-l.webp,1,active
lp-lu104,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu104-2-l.webp,2,
lp-lu105,"Tweepolige schakelaar, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU105,15.99,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu105-1-l.webp,1,active
lp-lu105,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu105-2-l.webp,2,
lp-lu106,"Serieschakelaar (2-voudig), wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU106,15.99,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu106-1-l.webp,1,active
lp-lu106,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu106-2-l.webp,2,
lp-lu107,"Serieschakelaar (2-voudig), wit mat, set van 10","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU107,155.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu107-1-l.webp,1,active
lp-lu107,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu107-2-l.webp,2,
lp-lu108,"Pulsdrukker dubbel, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU108,18.55,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu108-1-l.webp,1,active
lp-lu108,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu108-2-l.webp,2,
lp-lu109,"Pulsdrukker dubbel, wit mat, set van 10","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU109,179.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu109-1-l.webp,1,active
lp-lu109,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu109-2-l.webp,2,
lp-lu110,"Wisselschakelaar, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU110,13.35,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu110-1-l.webp,1,active
lp-lu110,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu110-2-l.webp,2,
lp-lu111,"Wisselschakelaar, wit mat, set van 10","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU111,129.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu111-1-l.webp,1,active
lp-lu111,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu111-2-l.webp,2,
lp-lu112,"Kruisschakelaar, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU112,18.75,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu112-1-l.webp,1,active
lp-lu112,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu112-2-l.webp,2,
lp-lu112,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu112-3-l.webp,3,
lp-lu113,"Kruisschakelaar, wit mat, set van 10","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU113,175.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu113-1-l.webp,1,active
lp-lu113,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu113-2-l.webp,2,
lp-lu113,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu113-3-l.webp,3,
lp-lu114,"Dubbele wisselschakelaar, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU114,21.49,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu114-1-l.webp,1,active
lp-lu115,"Dubbele wisselschakelaar, wit mat, set van 10","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU115,199.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu115-1-l.webp,1,active
lp-lu116,"Dubbele wisselpulsdrukker, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU116,25.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu116-1-l.webp,1,active
lp-lu116,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu116-2-l.webp,2,
lp-lu117,"Hotelkaartschakelaar met pulsdrukker, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU117,25.35,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu117-1-l.webp,1,active
lp-lu117,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu117-2-l.webp,2,
lp-lu118,"Beldrukker, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Schakelaars",TRUE,Title,Default Title,LP-LU118,13.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu118-1-l.webp,1,active
lp-lu118,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu118-2-l.webp,2,
lp-lu119,"LED-draaidimmer fase-aan/afsnijding 3-100W, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 3-100W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Dimmers",TRUE,Title,Default Title,LP-LU119,135.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu119-1-l.webp,1,active
lp-lu119,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu119-2-l.webp,2,
lp-lu120,"LED-drukdimmer 8-105W, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 8-105W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Dimmers",TRUE,Title,Default Title,LP-LU120,139.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu120-1-l.webp,1,active
lp-lu120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu120-2-l.webp,2,
lp-lu120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu120-3-l.webp,3,
lp-lu120,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu120-4-l.webp,4,
lp-lu121,"LED-draaidimmer 5-200W, wit mat","<p>Premium schakelmateriaal met een vlak, mat oppervlak en strakke afdekramen van 82,5 mm. Veerklemaansluiting voor snelle montage, 10 jaar mechanische levensduurtest. Voor woningen, hotels en kantoren met een hoogwaardige afwerking.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 5-200W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>wit mat</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,LUXA,"LUXA,B2B,Dimmers",TRUE,Title,Default Title,LP-LU121,169.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-lu121-1-l.webp,1,active
lp-lu121,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-lu121-2-l.webp,2,
